,pop,zip,city,I_mean,I_median,I_stdev,I_rank,state,B_num,H_slope
862,708,75110,Corsicana,50216,38775,43832,15643,MS,1.0,4729.178571428571
863,617,78209,San Antonio,107578,300000,93245,4381,IN,0.0,6162.8214285714275
864,53,93283,Weldon,39841,29148,43934,2404,CO,0.0,36933.82142857141
865,193,61866,Rantoul,47936,41259,30302,7401,NY,0.0,12495.285714285712
866,1472,92346,Highland,71416,53373,58733,882,TX,0.0,9998.142857142855
867,1682,92703,Santa Ana,76750,59646,60092,27466,TX,0.0,12644.142857142853
868,131,93930,King City,75691,59995,51853,8777,WY,2.0,9812.678571428569
869,106,74902,Pocola,39554,27418,29620,7337,MS,0.0,3904.071428571428
870,48,88267,Tatum,80419,300000,45735,23116,NE,0.0,2665.107142857142
871,66,66839,Burlington,73750,60415,53694,1088,MD,0.0,5062.285714285714
872,259,91042,Tujunga,54587,33774,57058,12001,TX,0.0,1883.535714285714
873,183,73055,Marlow,40406,29122,37937,5594,FL,0.0,18710.499999999993
874,12567,60077,Skokie,70373,60332,55215,30410,VT,0.0,2276.035714285714
875,1552,85281,Tempe,49214,30511,49539,19081,IL,24.0,5824.749999999999
876,36,99780,Tok,54967,45144,46848,25155,WA,0.0,30429.999999999996
877,37,84320,Lewiston,57462,52637,35437,1542,IL,1.0,1528.4999999999993
878,1141,62301,Quincy,58881,48205,46125,10231,NY,5.0,52592.60714285714
879,184,75158,Scurry,74664,65831,56956,12582,MS,0.0,2323.4285714285716
880,107,65605,Aurora,41173,38141,29330,24888,PA,0.0,1853.2142857142856
881,52,59759,Whitehall,54357,46211,42373,24190,ME,0.0,4889.785714285714
882,121,58503,Bismarck,53547,55088,42193,16850,MA,1.0,18980.10714285714
883,93,59068,Red Lodge,53194,42394,43197,14171,NH,3.0,13183.321428571428
884,285,98926,Ellensburg,43099,29794,41087,2638,HI,4.0,22352.357142857138
885,1443,94901,San Rafael,71791,62928,58934,14881,AZ,2.0,18148.392857142855
886,19035,89104,Las Vegas,57117,51131,36133,31457,LA,1.0,2142.071428571428
887,278,97058,The Dalles,50899,42815,30125,6399,CA,2.0,28887.60714285714
888,2366,92130,San Diego,146610,132606,87079,12759,TX,1.0,11852.85714285714
889,29792,96150,South Lake Tahoe,68506,58839,49757,2342,CA,8.0,103516.24999999999
890,32,97883,Union,45708,40609,32441,7225,CA,0.0,33373.928571428565
891,19,58746,Kenmare,71415,57386,55544,8710,MA,0.0,19850.321428571424
892,81,81632,Edwards,0,0,0,5294,WI,4.0,7915.571428571427
893,137,70119,New Orleans,54781,37550,52504,16166,NC,4.0,4122.714285714284
894,18405,84403,Ogden,39199,34558,22171,6636,IL,0.0,12941.892857142853
895,102,73086,Sulphur,50326,41004,43202,8574,FL,0.0,12486.392857142855
896,16,68340,Deshler,54015,36515,53607,15093,WV,0.0,348.74999999999994
897,83,90056,Los Angeles,53101,38801,48642,28297,OK,0.0,826.3214285714283
898,235,78061,Pearsall,52298,32115,50228,1519,IN,0.0,9627.035714285714
899,863,95472,Sebastopol,90036,300000,56935,26145,NM,10.0,5668.749999999999
900,270,77090,Houston,37043,29351,32283,22786,OH,0.0,9047.535714285712
901,42,62354,Nauvoo,61032,44712,49591,4760,NY,0.0,7817.571428571428
902,669,77357,New Caney,61931,57057,42709,33550,OH,0.0,3604.1428571428564
903,308,92057,Oceanside,76108,59651,53589,20523,TX,0.0,3760.107142857142
904,6,62894,Waltonville,58819,52959,42923,18004,NY,0.0,5298.285714285713
905,2015,96792,Waianae,77110,64222,52911,2127,CA,0.0,16410.142857142855
906,731,73071,Norman,34825,25283,32814,13019,FL,0.0,10999.428571428569
907,992,93711,Fresno,99856,83707,74372,23382,CO,2.0,7502.428571428571
908,22,97434,Dorena,63611,47525,48528,2224,CA,0.0,15983.60714285714
909,233,95422,Clearlake,41732,27038,39758,25071,NM,0.0,9139.964285714283
910,8,95421,Cazadero,57388,41500,50971,25441,NM,0.0,6260.3214285714275
911,13,74931,Bunch,36033,28620,28838,31216,MS,0.0,1200.5357142857144
912,18,65606,Alton,43568,39394,32166,25288,PA,0.0,5271.142857142856
913,15,99134,Harrington,57217,40411,49643,3861,OR,0.0,23718.07142857142
914,1480,78852,Eagle Pass,44088,33654,35418,19879,IN,0.0,4605.857142857141
915,653,60532,Lisle,86618,49748,81853,5674,NJ,0.0,17310.571428571428
916,114,73160,Oklahoma City,71725,59961,48647,27426,FL,2.0,7938.67857142857
917,5,59259,Richey,56180,44297,49183,5174,NH,0.0,14511.928571428567
918,87,66534,Sabetha,58477,48688,43337,28646,MD,0.0,8779.357142857143
919,35,74855,Meeker,48470,40916,39280,3459,TN,0.0,10323.142857142853
920,932,64081,Lee's Summit,93758,78744,73289,5904,PA,0.0,4106.25
921,6,58402,Jamestown,79264,63044,60473,15733,MA,0.0,12483.07142857143
922,47,78662,Red Rock,60919,56613,38559,28187,IN,1.0,7207.607142857141
923,5,64156,Kansas City,95154,300000,62051,29472,PA,0.0,4111.142857142857
924,177,95407,Santa Rosa,28722,22157,21218,16711,NM,2.0,5287.107142857141
925,71,65332,Green Ridge,52057,45882,42331,8702,PA,0.0,9583.928571428569
926,75,58639,Hettinger,74533,56109,63389,3242,MA,0.0,34944.142857142855
927,401,75043,Garland,72784,62805,50172,5785,MS,0.0,3489.642857142857
928,142,93292,Visalia,50731,32526,43675,7913,CO,1.0,26468.464285714283
929,2047,95758,Elk Grove,92016,300000,54696,14632,NV,1.0,12691.535714285712
930,347,98122,Seattle,51858,34055,50334,5338,CA,9.0,18972.999999999996
931,584,77707,Beaumont,126036,300000,74046,28261,OH,0.0,-282.5
932,961,66212,Shawnee Mission,38677,32040,29951,2051,VA,0.0,12161.107142857141
933,605,93247,Lindsay,40664,30077,37152,16601,CO,0.0,34974.107142857145
934,1037,85040,Phoenix,37930,31929,30796,16508,IL,3.0,2364.5
935,22379,92128,San Diego,126815,123029,62527,22263,TX,3.0,10775.107142857141
936,98,70451,Natalbany,50109,40961,36641,2944,SC,0.0,10825.535714285712
937,930,80550,Windsor,82038,70375,54769,26761,IA,3.0,2424.75
938,537,73018,Chickasha,44605,39765,35226,23954,FL,1.0,7272.5714285714275
939,39,67749,Oberlin,56398,42577,47622,3157,VA,0.0,6582.7142857142835
940,33,85131,Eloy,51765,43020,38386,14645,IL,0.0,1002.2142857142854
941,547,60455,Bridgeview,51224,30898,50902,3945,CT,0.0,10714.285714285712
942,40,65737,Reeds Spring,60846,46085,50818,6042,PA,0.0,7980.785714285713
943,38587,87110,Albuquerque,51893,43858,40695,8350,KS,7.0,11082.214285714283
944,13,71960,Norman,31172,26738,23161,33341,FL,0.0,5978.5714285714275
945,28,63452,Lewistown,40358,39156,28211,31566,NY,0.0,9787.678571428569
946,16,62447,Neoga,70684,300000,45917,20099,NY,0.0,8982.321428571428
947,1287,70560,New Iberia,56101,63866,31878,7307,SC,0.0,2961.1428571428564
948,180,60004,Arlington Heights,104353,95962,65862,23752,VT,4.0,4444.3214285714275
949,798,78212,San Antonio,48240,42865,36939,12199,IN,2.0,9390.142857142855
950,938,71203,Monroe,33713,20433,32454,12362,GA,0.0,13239.107142857141
951,559,77083,Houston,59717,300000,44461,5293,OH,1.0,14472.821428571426
952,154,63628,Bonne Terre,35264,32070,28174,5037,NY,0.0,10383.214285714284
953,73,60942,Hoopeston,54404,43908,40644,9277,NJ,0.0,4685.321428571428
954,1071,80110,Englewood,61849,46429,49532,32844,IA,5.0,2358.4285714285716
955,10,94129,San Francisco,149782,300000,93242,11647,ID,1.0,19089.714285714283
956,321,80461,Leadville,52147,300000,41969,28849,IA,0.0,2285.9642857142853
957,356,60534,Lyons,53146,43938,40251,4016,NJ,3.0,28418.107142857145
958,26,73009,Binger,47944,33059,43360,8756,FL,0.0,14390.607142857138
959,721,68132,Omaha,117538,300000,67062,10399,VA,1.0,1528.3571428571424
960,80,69336,Bridgeport,62633,58035,42506,200,NC,0.0,8401.749999999998
961,13879,97132,Newberg,66556,68873,30403,7488,CA,5.0,37624.67857142857
962,442,79925,El Paso,56684,300000,36241,24989,MI,3.0,5374.464285714285
963,449,63136,St Louis,38252,33165,24472,25830,NY,0.0,6030.428571428571
964,763,78114,Floresville,50075,44179,43461,1746,IN,2.0,8536.214285714283
965,44,59825,Clinton,59020,52843,49792,13173,VT,0.0,5413.999999999998
966,644,70401,Hammond,46574,32879,42973,16736,SC,0.0,2553.2142857142853
967,51,63037,Gerald,44367,34873,34967,31843,NY,0.0,8038.964285714285
968,893,92508,Riverside,113015,108013,64937,30742,TX,0.0,1531.5714285714282
969,275,60133,Hanover Park,72935,300000,39570,8498,CT,0.0,6118.4642857142835
970,289,76201,Denton,36414,23255,43092,17160,KY,0.0,3327.785714285714
971,194,76458,Jacksboro,62335,41616,53342,30341,OH,0.0,1712.6071428571424
972,795,92407,San Bernardino,42267,37245,23785,19827,TX,2.0,3062.7857142857138
973,40,62618,Beardstown,67360,300000,45398,23797,NY,0.0,9112.749999999998
974,69,64482,Rock Port,62930,40591,59122,13867,PA,0.0,7273.499999999998
975,10,64752,Hume,33833,25235,31203,12915,PA,0.0,10456.999999999998
976,20,79054,Lefors,58151,49905,47307,104,MI,0.0,13076.464285714284
977,556,98146,Seattle,105614,300000,57036,9340,CA,0.0,23050.964285714283
978,5724,79331,Lamesa,52615,34110,62396,26999,MI,0.0,4319.142857142856
979,5,68636,Elgin,42877,41648,26079,21691,WV,0.0,2900.071428571428
980,271,62207,East St Louis,33479,26002,27070,7895,NY,0.0,23568.42857142857
981,15,68778,Springview,53059,36218,47499,23328,WV,0.0,4351.5714285714275
982,389,98270,Marysville,110310,300000,56565,21473,CA,0.0,15650.249999999998
983,335,90250,Hawthorne,49456,40862,37525,18936,OK,1.0,5055.035714285713
984,1595,75042,Garland,31371,24891,29328,16319,MS,0.0,3102.5
985,48,72372,Palestine,51008,34422,44374,7190,FL,0.0,14228.642857142855
986,2827,90255,Huntington Park,35969,27107,25779,11165,OK,0.0,4978.321428571428
987,853,94903,San Rafael,97244,87362,71020,676,AZ,5.0,19025.35714285714
988,35,71665,Rison,57828,46803,48177,17355,GA,0.0,4841.357142857141
989,304,99516,Anchorage,144635,138010,79563,2600,WA,1.0,33913.24999999999
990,1155,85353,Tolleson,62737,63854,37537,11244,IL,0.0,2498.928571428571
991,2180,92563,Murrieta,80362,55328,64056,3040,TX,2.0,13426.071428571424
992,612,76248,Keller,76568,71029,41459,2963,KY,3.0,5061.392857142856
993,274,84532,Moab,47836,39833,35874,8800,IL,0.0,6881.357142857142
994,1131,63118,St Louis,37508,22549,45642,15097,NY,12.0,5816.42857142857
995,293,93546,Mammoth Lakes,80754,300000,53004,22838,CO,1.0,5343.535714285713
996,84,98327,Dupont,89249,71872,56854,4502,CA,1.0,27005.928571428572
997,456,71753,Magnolia,47447,34056,45303,12180,FL,1.0,4161.785714285714
998,219,72830,Clarksville,56068,300000,37308,4982,FL,0.0,13487.357142857138
999,273,92129,San Diego,138615,118210,72791,29380,TX,0.0,10527.321428571426
1000,108,62049,Hillsboro,49837,39675,41597,6502,NY,0.0,18450.642857142855
1001,83,73448,Marietta,60329,49637,45835,5138,AL,0.0,3261.678571428571
1002,112,81125,Center,10946,6808,8591,5309,IA,0.0,3488.5714285714284
1003,323,76034,Colleyville,137858,126073,81715,28904,KY,0.0,1125.178571428571
1004,221,74884,Wewoka,25368,26355,15882,8132,TN,0.0,8632.071428571428
1005,69,62379,Warsaw,51328,45177,39883,15866,NY,0.0,6967.142857142855
1006,150,77382,The Woodlands,122973,121972,66023,3710,OH,0.0,5487.464285714284
1007,2,73666,Sweetwater,67140,300000,32468,23767,AL,0.0,5041.071428571428
1008,3,97885,Wallowa,52567,46281,45596,5286,CA,0.0,32227.821428571424
1009,288,64076,Odessa,66196,65537,36701,30705,PA,0.0,-127.85714285714283
1010,7,60549,Serena,72629,300000,49293,10376,NJ,0.0,11463.964285714286
1011,23,74944,Mccurtain,44753,38510,34194,8853,MS,0.0,3631.5357142857138
1012,1889,97701,Bend,69397,53546,57794,2729,CA,19.0,69046.8214285714
1013,127,62274,Pinckneyville,55340,47229,39220,14142,NY,0.0,21183.46428571428
1014,8304,90245,El Segundo,104661,86968,70772,8686,OK,2.0,4794.535714285715
1015,67,62822,Christopher,49442,29314,50891,13350,NY,0.0,2871.428571428571
1016,430,97527,Grants Pass,47813,35429,47329,1949,CA,4.0,131646.39285714284
1017,438,91326,Northridge,149418,300000,62264,16499,TX,0.0,8561.42857142857
1018,189,76543,Killeen,46431,39948,52896,6282,OH,0.0,5931.8214285714275
1019,1299,62040,Granite City,45142,45703,25311,59,NY,3.0,18046.14285714285
1020,302,79411,Lubbock,31478,31806,24084,6302,MI,0.0,10045.892857142857
1021,651,94603,Oakland,53079,43375,39616,4838,UT,0.0,22318.321428571424
1022,135,85326,Buckeye,64123,300000,37144,22646,IL,0.0,810.9642857142857
1023,42,99518,Anchorage,86400,84689,40302,1390,WA,4.0,83038.2857142857
1024,726,95501,Eureka,85033,73345,55356,29627,NM,4.0,10466.321428571426
1025,857,95608,Carmichael,92640,300000,52944,20592,NM,0.0,4859.214285714285
1026,766,94402,San Mateo,172551,300000,86100,25288,UT,0.0,10297.321428571428
1027,5,73560,Olustee,47243,39080,37399,13770,AL,0.0,2094.6071428571418
1028,1174,85730,Tucson,55419,50335,33168,12351,IL,0.0,3973.3214285714284
1029,598,99362,Walla Walla,71411,58712,55794,23259,OR,39.0,20589.249999999996
1030,1079,90638,La Mirada,116058,96936,79934,195,TX,1.0,13585.10714285714
1031,167,63740,Chaffee,43507,39259,33084,22920,NY,0.0,7335.857142857142
1032,168,68822,Broken Bow,56419,300000,19296,32362,WV,0.0,1972.6785714285716
1033,362,72714,Bella Vista,75247,70059,46000,1935,FL,0.0,18908.749999999996
1034,15,74856,Mill Creek,25704,15273,29597,19352,TN,0.0,8084.392857142856
1035,66,58436,Ellendale,84668,79447,47433,13973,MA,0.0,10983.321428571426
1036,106,68847,Kearney,82499,70409,58798,26222,WV,2.0,915.2142857142856
1037,22544,99705,North Pole,98668,82163,53448,5305,WA,0.0,29249.678571428565
1038,236,77665,Winnie,59715,40825,56417,6631,OH,0.0,7239.214285714285
1039,814,85253,Paradise Valley,158195,174901,87846,2747,IL,1.0,2263.107142857142
1040,245,84790,St George,46393,42130,34132,14369,IL,0.0,698.892857142857
1041,50,93243,Lebec,50166,300000,41056,3015,CO,0.0,34739.2857142857
1042,750,70563,New Iberia,112179,300000,61264,8780,SC,0.0,1788.428571428571
1043,47486,85035,Phoenix,24834,21181,17371,20972,IL,0.0,2555.75
1044,49,97205,Portland,42810,14500,56252,980,CA,4.0,13216.249999999998
1045,167,60449,Monee,38627,300000,8598,22468,CT,0.0,12212.642857142855
1046,11,99747,Kaktovik,62545,45810,43599,8349,WA,0.0,30457.107142857134
1047,225,78639,Kingsland,54923,300000,50795,22323,IN,0.0,5705.857142857142
1048,29549,96793,Wailuku,80051,67182,58071,27582,CA,0.0,2934.9285714285706
1049,50,99624,Larsen Bay,84545,80106,44616,5121,WA,0.0,64969.67857142855
1050,1239,89110,Las Vegas,71091,300000,44093,15973,LA,1.0,1296.8214285714282
1051,428,68114,Omaha,56013,52287,42205,20022,VA,1.0,3927.892857142856
1052,6,62643,Hartsburg,61211,49538,39097,16269,NY,0.0,10605.714285714283
1053,18,81224,Crested Butte,64533,48387,52454,6891,WI,2.0,10816.678571428569
1054,19,63561,Queen City,40083,46223,20732,19601,NY,0.0,5253.892857142855
1055,219,93950,Pacific Grove,114133,111009,74144,6127,WY,0.0,2438.071428571428
1056,68,89429,Silver Springs,56993,48937,44647,33620,AR,0.0,2142.9642857142853
1057,30,61865,Potomac,61733,54018,38149,5109,NY,0.0,13849.571428571426
1058,136,70345,Cut Off,64855,53934,51733,13379,SC,0.0,3664.6071428571427
1059,991,85306,Glendale,78406,63072,60304,23419,IL,2.0,3047.8928571428564
1060,67,62442,Martinsville,58283,39356,53526,16765,NY,0.0,3874.92857142857
1061,1946,80219,Denver,49044,39939,39230,8427,IA,7.0,8461.321428571428
1062,91,89445,Winnemucca,114277,300000,58477,8322,AR,0.0,9722.857142857143
1063,875,82604,Casper,70909,58830,50725,19532,MN,0.0,11861.428571428569
1064,351,80134,Parker,134490,123851,61741,32966,IA,4.0,678.9642857142857
1065,45,76671,Morgan,47763,36059,43390,3032,OH,0.0,5373.75
1066,4,88028,Cliff,52108,31557,51428,18102,NE,0.0,6611.964285714284
1067,345,90240,Downey,125282,300000,78348,20490,OK,1.0,5225.178571428571
1068,58,76389,Windthorst,61391,53638,43854,9492,KY,0.0,5644.3214285714275
1069,272,95354,Modesto,44315,29604,41536,19546,NM,8.0,2999.499999999999
1070,634,76067,Mineral Wells,28737,28783,14722,21585,KY,0.0,3102.75
1071,141,65049,Lake Ozark,21899,21539,16880,5425,PA,2.0,7676.285714285713
1072,4,62803,Hoyleton,77761,60173,53921,18667,NY,0.0,7017.035714285713
1073,465,61820,Champaign,15444,8760,18646,11706,NY,6.0,-3675.6785714285706
1074,617,66614,Topeka,48642,44971,35180,14152,MD,0.0,6930.035714285714
1075,102,70052,Gramercy,49261,39518,42301,30474,NC,0.0,-1047.6071428571424
1076,8064,78133,Canyon Lake,52120,38555,40030,9074,IN,1.0,10774.321428571428
1077,5,58572,Sterling,92457,81997,64017,11914,MA,0.0,25961.464285714283
1078,318,98072,Woodinville,154709,300000,81746,12447,CA,29.0,11833.285714285712
1079,295,79403,Lubbock,37214,25720,36967,15765,MI,2.0,5605.107142857141
1080,1375,92040,Lakeside,67894,60286,43061,5773,TX,1.0,8598.392857142853
1081,880,77071,Houston,51964,33782,60159,10446,OH,0.0,9601.392857142855
1082,546,72143,Searcy,36214,28270,25566,9351,FL,0.0,5706.749999999999
1083,1550,80920,Colorado Springs,87183,300000,43683,30868,IA,0.0,3830.2142857142844
1084,382,90028,Los Angeles,123433,83180,91067,15909,OK,2.0,6384.642857142857
1085,318,95926,Chico,84979,73616,59231,12989,NV,1.0,55114.14285714284
1086,1,89311,Baker,24166,300000,5056,29500,AR,0.0,764.4642857142854
1087,25,74471,Welling,48259,32769,42792,11976,TN,0.0,7549.392857142855
1088,517,71201,Monroe,53286,47838,33966,12740,GA,0.0,8906.25
1089,612,80123,Littleton,97544,78297,67117,31043,IA,5.0,6494.92857142857
1090,26,90058,Los Angeles,27709,21613,21297,26868,OK,0.0,2676.607142857142
1091,1541,77073,Houston,41181,40530,29537,2546,OH,0.0,6521.464285714284
1092,761,64093,Warrensburg,51052,40354,42901,18271,PA,0.0,763.2142857142857
1093,188,85016,Phoenix,99390,79042,64220,23170,IL,8.0,2132.6785714285706
1094,291,79922,El Paso,131103,300000,81595,17394,MI,0.0,4239.714285714284
1095,517,74070,Skiatook,75104,60455,54660,14251,AL,0.0,14466.892857142853
1096,185,64037,Higginsville,53310,53975,38012,13006,PA,0.0,4803.357142857141
1097,1448,77017,Houston,57759,47364,51987,8470,OH,1.0,8405.285714285714
1098,7,70524,Chataignier,44094,29963,38054,9287,SC,0.0,2853.3214285714284
1099,763,92630,Lake Forest,79054,300000,74215,22577,TX,0.0,18243.107142857138
1100,1158,78717,Austin,81365,300000,52772,13641,IN,0.0,4498.785714285714
1101,17705,88310,Alamogordo,33483,16931,29287,29594,NE,0.0,3379.964285714285
1102,579,80602,Thornton,106517,98186,52136,19967,IA,0.0,3996.5357142857133
1103,206,62568,Taylorville,54757,42989,39132,21142,NY,0.0,5765.2142857142835
1104,363,98901,Yakima,57826,53290,35685,18650,HI,6.0,27632.499999999996
1105,734,91506,Burbank,92215,300000,73321,11141,TX,0.0,5080.428571428569
1106,142,95203,Stockton,56294,44505,43064,15187,AZ,0.0,15418.46428571428
1107,275,76119,Fort Worth,39728,35808,37273,29560,KY,0.0,2998.0357142857138
1108,47,62218,Bartelso,84618,83031,51838,22280,NY,0.0,25135.96428571428
1109,369,98513,Lacey,65210,60216,45713,19916,CA,0.0,17703.142857142855
1110,32,88135,Texico,44555,32470,40826,21227,NE,0.0,7679.892857142855
1111,1085,65101,Jefferson City,75156,300000,42931,11216,PA,3.0,8334.571428571426
1112,20,77534,Danbury,76977,67591,53030,7927,OH,0.0,22830.07142857142
1113,105,74849,Konawa,50242,41137,40678,17318,TN,0.0,9672.857142857141
1114,108,77510,Santa Fe,67757,64761,43629,6292,OH,1.0,14406.392857142857
1115,86,85012,Phoenix,78584,59991,59261,19776,IL,3.0,1989.6071428571424
1116,1032,78741,Austin,45548,33812,42330,6920,IN,1.0,8350.821428571426
1117,3,59314,Biddle,67435,300000,28563,18993,ME,0.0,10998.142857142855
1118,313,97470,Roseburg,50285,300000,21468,2964,CA,11.0,28764.607142857134
1119,536,98274,Mount Vernon,73462,56464,57494,20107,CA,1.0,15120.285714285708
1120,1464,98058,Renton,72884,67456,41056,12599,CA,0.0,13069.892857142855
1121,486,90701,Artesia,75344,61821,61215,696,TX,0.0,15934.892857142855
1122,103,80530,Frederick,113107,104242,61061,28784,IA,0.0,4294.464285714284
1123,10094,84042,Lindon,69717,66638,44688,17973,MT,1.0,9654.642857142855
1124,522,92801,Anaheim,55521,47315,38922,31313,TX,1.0,2614.5357142857138
1125,157,63135,Ferguson,62390,57912,39894,27125,NY,6.0,5235.035714285712
1126,78,69130,Cozad,45881,36116,30868,19988,WV,0.0,4043.464285714284
1127,51,78164,Yorktown,73810,53291,64403,19916,IN,0.0,4222.892857142857
1128,85,68028,Gretna,96138,91058,47183,17264,VA,0.0,5066.428571428571
1129,157,68116,Omaha,87578,78884,53979,13089,VA,1.0,4576.607142857142
1130,4,58733,Des Lacs,56217,66325,26451,9579,MA,0.0,20445.714285714283
1131,73,59201,Wolf Point,61370,48829,49021,17351,NH,0.0,9148.357142857141
1132,11195,76006,Arlington,67223,49267,56126,30981,KY,0.0,2398.4642857142853
1133,1458,90241,Downey,63954,53192,41428,13136,OK,3.0,2411.25
1134,1225,97417,Canyonville,43172,38025,30738,4297,CA,0.0,14679.892857142851
1135,28,66056,Mound City,52793,38341,43492,5568,DE,0.0,9394.42857142857
1136,630,70062,Kenner,37718,35149,27097,2042,NC,1.0,10824.678571428569
1137,2571,84404,Ogden,70868,62105,41126,6755,IL,3.0,9119.214285714283
1138,120,83544,Orofino,45480,37550,37710,26091,ND,0.0,2932.8928571428564
1139,15,66945,Hanover,43071,300000,27917,29006,MD,0.0,7490.785714285711
1140,671,94549,Lafayette,118775,108755,86003,12342,UT,0.0,24681.428571428565
1141,344,78023,Helotes,106871,96405,54380,8531,IN,1.0,14588.107142857143
1142,174,82009,Cheyenne,103843,98285,67628,18807,WI,0.0,4643.678571428571
1143,591,70037,Belle Chasse,39896,31249,27210,14524,NC,1.0,5532.499999999998
1144,1260,95825,Sacramento,34884,25841,23890,809,NV,1.0,21318.357142857134
1145,379,60471,Richton Park,58671,45158,46490,6682,CT,0.0,-28493.464285714283
1146,360,77373,Spring,63625,58378,38435,18882,OH,2.0,5466.8214285714275
1147,985,98374,Puyallup,118531,300000,63337,11658,CA,5.0,28066.89285714286
1148,48,60130,Forest Park,65775,51303,55014,13070,CT,1.0,8366.357142857141
1149,4170,64854,Noel,45075,46760,28471,3512,PA,0.0,9984.464285714283
1150,373,93250,Mcfarland,38045,31876,30117,6973,CO,2.0,27021.21428571428
1151,403,76084,Venus,65115,300000,30882,24107,KY,0.0,-73.6785714285714
1152,1359,77022,Houston,48208,300000,37651,1685,OH,1.0,11419.749999999996
1153,557,77026,Houston,24296,19639,20634,6338,OH,0.0,10655.464285714284
1154,1290,77092,Houston,42931,300000,30452,13182,OH,3.0,7449.107142857142
1155,683,76180,North Richland Hills,69521,63725,46439,3070,KY,0.0,3889.9999999999995
1156,143,89146,Las Vegas,33410,32249,21489,11405,AR,2.0,3133.142857142857
1157,29313,91950,National City,20849,13276,24971,138,TX,3.0,4638.464285714284
1158,891,85050,Phoenix,45602,40442,29266,31077,IL,4.0,-308.10714285714283
1159,17421,84102,Salt Lake City,70065,53089,54750,32682,MT,2.0,8366.857142857141
1160,161,62948,Herrin,44523,36232,34756,4410,NY,0.0,5992.464285714284
1161,206,77039,Houston,52217,47473,30724,5356,OH,1.0,11254.785714285712
1162,7617,95816,Sacramento,64615,49743,55451,5325,NV,0.0,21612.07142857142
1163,202,78645,La Vista,90411,76408,60917,27342,IN,0.0,2613.892857142857
1164,353,94551,Livermore,51011,44424,35481,29594,UT,6.0,18215.642857142855
1165,1428,60103,Bartlett,108862,300000,65986,6379,CT,0.0,5580.928571428571
1166,30,75969,Pollok,51605,300000,32954,22891,KY,0.0,3001.7499999999995
1167,1215,85014,Phoenix,55315,52319,39490,27141,IL,2.0,1573.8214285714282
1168,1727,92504,Riverside,115154,300000,49694,14388,TX,3.0,4386.964285714284
1169,275,91504,Burbank,71316,63799,48326,21094,TX,0.0,4109.357142857142
1170,12,71331,Effie,32097,31433,16772,23737,GA,0.0,2348.2500000000005
1171,166,62285,Smithton,77274,300000,71209,11444,NY,0.0,15560.60714285714
1172,839,78617,Del Valle,0,0,0,10811,IN,2.0,4378.999999999999
1173,79,65081,Tipton,48995,45592,30673,14452,PA,0.0,10214.999999999996
1174,62,64844,Granby,45294,36869,39882,2388,PA,0.0,7186.107142857141
1175,1231,98404,Tacoma,45959,40756,26607,24541,CA,0.0,30797.464285714283
1176,9,68050,Prague,61194,54790,46360,12580,VA,1.0,2627.821428571428
1177,31695,70115,New Orleans,115591,72120,88759,16711,NC,6.0,7109.749999999999
1178,1329,97229,Portland,166375,190351,82631,4874,CA,1.0,11662.571428571428
1179,28,98844,Oroville,38429,29204,33823,2317,HI,0.0,22239.78571428571
1180,167,94609,Oakland,83433,79518,50186,30545,UT,2.0,16595.10714285714
1181,510,89119,Las Vegas,83328,35272,86875,29685,LA,7.0,537.3214285714284
1182,477,89815,Spring Creek,91493,300000,61138,20603,AR,0.0,4548.5714285714275
1183,213,77028,Houston,28824,17983,27494,3102,OH,0.0,4731.0714285714275
1184,180,62363,Pittsfield,49247,36317,45079,21078,NY,0.0,6644.035714285713
1185,122,81008,Pueblo,81201,39587,81217,20508,IA,0.0,4007.4999999999995
1186,1217,95112,San Jose,72253,300000,52352,11450,AZ,16.0,14498.35714285714
1187,4,65779,Wheatland,37601,29445,31889,249,PA,0.0,13072.464285714284
1188,11,74430,Crowder,52840,38862,45067,11161,TN,0.0,6929.428571428569
1189,1459,92131,San Diego,138223,300000,73428,23549,TX,6.0,10733.285714285714
1190,10,58762,Newburg,35307,29906,38188,3401,MA,0.0,31450.35714285714
1191,562,76266,Sanger,68203,60003,43497,25851,KY,0.0,5705.214285714284
1192,72,94525,Crockett,89975,80487,54771,31386,UT,0.0,19019.249999999996
1193,117,76448,Eastland,24793,21384,21608,29627,KY,0.0,3803.4999999999986
1194,733,98065,Snoqualmie,123378,128361,64131,13105,CA,2.0,35080.892857142855
1195,553,87401,Farmington,66885,42282,60308,27806,KS,3.0,4180.785714285713
1196,82,73103,Oklahoma City,64421,53286,51580,29762,FL,1.0,8836.321428571426
1197,7,58581,Zeeland,48668,300000,34613,4912,MA,0.0,28064.89285714286
1198,4,64739,Creighton,45896,43453,29297,14632,PA,0.0,2914.178571428571
1199,199,78942,Giddings,73402,64920,45693,659,MI,0.0,10623.999999999998
1200,483,60426,Harvey,33592,22476,31019,17327,CT,0.0,9551.392857142853
1201,126,93263,Shafter,39209,31614,34188,100,CO,0.0,26088.64285714285
1202,154,98258,Lake Stevens,107557,97127,68144,23037,CA,0.0,21411.107142857138
1203,378,67601,Hays,67715,66568,47316,6467,VA,4.0,19087.999999999996
1204,505,92821,Brea,69752,64980,50794,13631,TX,5.0,2176.821428571428
1205,856,79065,Pampa,48067,38608,36132,6047,MI,0.0,2272.928571428571
1206,1274,85382,Peoria,45443,37353,32701,13041,IL,3.0,5279.67857142857
